NAME,PRIORNAME1,FED_RSS_ID,UNINUM,WEBADDR,ZIP,CHARTER_NUMBER
Pacific Coast Bankers' Bank,,2451240,57011,pcbb.com,94596,
"Planters Bank, Inc.",,2497181,57013,www.plantersbankonline.com,42240,
Crown Bank,"Crown Bank, National Association",2686211,57018,www.crownbank.net,07208,
CFG Bank,AmericasBank,2471239,57053,www.cfg.bank,21093,
Westamerica Bank,The First National Bank of Cloverdale,697763,2226,www.westamerica.com,94901,
Eaglemark Savings Bank,"Eaglemark Bank, National Association",2605566,57072,,89521,
Southwestern National Bank,,2625724,57078,http://www.swnbk.com,77036,
DSRM National Bank,,2502825,57090,,87109,
American Metro Bank,,2533043,57093,http://www.americanmetrobank.com,60640,
"City First Bank, National Association","City First Bank of D.C., National Association",2697963,57111,www.cityfirstbank.com,20009,
Core Bank,Sapp City Bank,976552,57122,www.corebank.com,68118,
Texas Capital Bank,"Texas Capital Bank, National Association",2618780,57146,www.texascapitalbank.com,75201,
Premier Bank,,2539960,57147,www.premierbank.bank,51247,
Spring Valley Bank,,2607412,57149,www.springvalleybank.com,45215,
1st Equity Bank,,2531562,57156,www.1stequitybank.net,60076,
Security National Bank of South Dakota,,2529176,57157,http://www.snbsd.com,57049,
"Barrington Bank & Trust Company, National Association",,2508751,57158,www.barringtonbank.com,60010,
First Northern Bank of Dixon,The First National Bank of Dixon,783161,2228,www.thatsmybank.com,95620,
Fortis Bank,Front Range Bank,2515320,57164,www.fortisbankus.com,80237,
Coastal Community Bank,,2562164,57166,www.coastalbank.com,98203,
WebBank,WebBank Corporation,2576134,57167,www.webbank.com,84111,
NorthStar Bank,,2562137,57170,http://WWW.NORTHSTARBANKIOWA.COM,51334,
The Bank,,2505460,57172,www.thebank.bank,70546,
First Command Bank,,2568063,57178,www.firstcommand.com,76109,
American Bank,American Bank of the Lehigh Valley,2580243,57185,www.ambk.com,18104,
State Bank,State Bank of Green River,2602828,57205,statebankwy.com,82935,
Customers Bank,New Century Bank,2354985,57208,www.customersbank.com,19355,
First National Bank,,2490285,57219,www.fnbrotan.com,79546,
"Keystone Bank, SSB",Ballinger National Bank,1429028,57220,www.keystone.bank,78738,
The Bank of Jackson,,2577739,57221,www.bankofjackson.com,38305,
Millennial Bank,Covenant Bank,2621285,57224,www.millennial.bank,35094,
Cedar Hill National Bank,,2651899,57669,,28273,
Hiawatha Bank and Trust Company,,2536633,57679,http://www.hiawathabank.com,52233,
Edison National Bank,,2594419,57680,www.edisonnationalbank.com,33907,
First Commercial Bank (USA),First Commercial Bank Taiwan,2332910,57687,bankfcb.com,91801,
Principal Bank,,2654911,57785,www.principal.com/bank,50309,
Peoples Bank of East Tennessee,Peoples Bank of Monroe County,2614344,59024,www.PBET.bank,37354,
Merrick Bank,Merrick Financial Corporation (Merrick),2615190,59026,http://www.merrickbank.com,84095,
Prairie Community Bank,Prairie State Bank,2598396,59033,www.prairiecommunitybank.com,60152,
First Community Bank,First Community Bank of Batesville,2596646,59040,www.firstcommunity.net,72501,
"TCM Bank, National Association",,2687487,59042,https://www.tcmbank.com,33607,
Neighborhood National Bank,,2333140,59055,http://www.mynnb.com,92019,
ENCORE BANK,The Capital Bank,2594240,59070,www.bankencore.com,72223,
Alliance Bank,,2619714,59074,www.alliancebanking.com,63701,
Pacific Crest Bank,Phoenix Savings Bank,2643595,60748,http://www.paccrest.com/,98037,
Atlantic Union Bank,Union First Market Bank,693224,60753,www.atlanticunionbank.com,23219,
Mercantile Bank,Mercantile Bank of Michigan,2608754,60762,www.mercbank.com,49504,
"The Pitney Bowes Bank, Inc.",,2649177,60763,,84111,
"MVB Bank, Inc","The Monongahela Valley Bank, Inc.",2757205,60768,www.mvbbanking.com,26554,
American Bank of Oklahoma,,2684552,60771,www.americanbankok.com,74021,
First Internet Bank of Indiana,,2758613,60772,www.firstib.com,46038,
Community First Banking Company,Community First National Bank of West Plains,2615220,60833,www.cfbankco.com,65775,
"Macatawa Bank, National Association",Macatawa Bank,2634351,60841,www.macatawabank.com,49424,
ITS Bank,,2774707,60842,,50131,
Community First Bank,,2642598,60850,www.cfbhfg.com,99336,
Sunstate Bank,Sofisa Bank Florida,2791085,60866,www.sunstatefl.com,33176,
Key Community Bank,,2610784,61021,www.keycommunitybank.com,55076,
American First National Bank,,2694681,61033,www.afnb.com,77036,
The Community Bank,,2621940,61118,www.communitybankliberal.com,67901,
"Crystal Lake Bank and Trust Company, National Association",,2624400,61192,crystallakebank.com,60014,
People's Bank of Commerce,Peoples Bank of Commerce,2661861,61197,www.peoplesbank.bank,97504,
Charter Bank,Johnston Charter Bank,2705112,61198,www.charterbanker.com,50131,
WEX Bank,Wright Express Financial Services Corporation,2700984,61209,www.wexinc.com,84070,
Metropolitan Commercial Bank,Metropolitan National Bank,2705895,61302,www.mcbankny.com,10016,
"Nationwide Trust Company, FSB",Nationwide Bank,2729677,61314,www.nationwide.com,43215,
Farmers Building and Savings Bank,Farmers Building and Loan Association,19972,61315,,15074,
"Town Bank, National Association",Town Bank,2693264,61321,www.townbank.us,53029,
Farmers & Merchants Bank of Colby,,2667939,61323,www.fmbcolby.com,67701,
Independent Bank,,2666400,61412,www.i-bankonline.com,38157,
EagleBank,,2652092,61426,www.eaglebankcorp.com,20814,
ClearPoint Federal Bank & Trust,Forethought Federal Savings Bank,2723376,61520,www.clearpointfederal.com,47006,
First Community Bank of Hillsboro,,2696180,61524,www.fcbhillsboro.com,62049,
Virginia National Bank,,2708122,61527,www.vnb.com,22902,
Asian Bank,,2785477,61531,http://www.theasianbank.com,19107,
Portage Community Bank,,2668598,61532,www.portagecommunity.bank,44266,
"EverBank, National Association",First Alliance Bank,2735146,61548,www.everbank.com,32202,
First Trust Bank of Illinois,,2718596,61551,www.firsttrustbankil.com,60901,
"Transportation Alliance Bank, Inc. d/b/a TAB Bank","Transportation Alliance Bank, Inc.",2736219,61554,www.TABBANK.COM,84403,
Commercial Capital Bank,,2756730,61558,www.comcapbank.com,71232,
Enterprise Bank,,2730431,61560,www.enterprisebankpgh.com,15101,
American Business Bank,U.S. Business Bank,2734729,61562,WWW.AMERICANBB.BANK,90071,
Thrivent Trust Company,"AAL Trust Company, FSB",2745529,61647,www.thriventtrust.com,54919,
Resource Bank,,2716088,61651,http://www.resource.bank,70433,
Mission Bank,,2736714,61653,www.missionbank.bank,93301,
Nebraskaland Bank,NebraskaLand National Bank,2667957,61659,www.nebraskalandbank.com,69101,
North American Banking Company,,2631846,61748,www.nabankco.com,55113,
Southern Bank of Tennessee,The Community Bank of East Tennessee,2793593,61803,www.southernbankoftn.com,37122,
Premier Bank,,2687133,61808,http://www.premierbanking.com,52002,
Community Bank of Oelwein,,2702764,61820,www.bankoelwein.com,50662,
New Republic Bank,New Republic Savings Bank,2754222,61823,newrepublicbank.com,28202,
"Connecticut Community Bank, National Association",Westport National Bank,2756909,61938,www.ccbankonline.com,06850,
Susser Bank,"Affiliated Bank, National Association",965789,61948,www.susserbank.com/,75219,
Parke Bank,,2764212,61951,www.parkebank.com,08080,
"New Peoples Bank, Inc.",,2736451,61953,www.newpeoples.bank,24260,
Preferred Bank,,2811086,61963,,62420,
Cogent Bank,Pinnacle Bank,2847142,61971,WWW.cogentbank.net,32801,
First National Bank of Hereford,,2759629,62035,http://www.fnbhereford.com,79045,
Legends Bank,,2745426,62055,www.legendsbank.com,37040,
Commerce Bank,Commerce National Bank,2746245,62057,www.commerce-bank.com,38834,
Northpointe Bank,,2737980,62127,www.northpointe.com,49546,
"American Bank and Trust Company, National Association",American Bank and Trust Company,2733263,62129,www.goambank.com,52807,
First Capital Bank,,2849463,62140,www.bankwithfirstcapital.com,29401,
Popular Bank,"Banco Popular, New York",2736291,62141,www.popularbank.com,10004,
Banco Popular de Puerto Rico,,940311,62142,www.popular.com,00918,
First Central Savings Bank,,2797359,62143,http://FIRSTCENTRALSAVINGS.COM,11542,
Peoples Savings Bank,,2732565,62147,www.mybankpsb.com,50125,
Synergy Bank,,2748502,62152,www.synergybank.com,70360,
Red River Bank,,2743244,62154,http://www.RedRiverBank.net,71301,
First Central Bank McCook,First Central Bank McCook National Association,2726050,73817,http://www.firstcentral.com,69001,
BayFirst National Bank,First Home Bank,2771694,73819,www.bayfirstfinancial.com,33701,
First IC Bank,First Intercontinental Bank,2877840,73820,www.firsticbank.com,30340,
AuburnBank,Bank of Auburn,749635,17,www.auburnbank.com,36830,
nbkc Bank,Horizon National Bank,2747587,73838,www.nbkc.com,66206,
Currency Bank,West Carroll Community Bank,2807173,73843,www.currency.bank,70806,
Community First Bank,,2775179,73844,www.cfirstbank.com,70560,
AB&T,AB&T NATIONAL BANK,2775151,73853,www.abtgold.com,31707,
Freedom Financial Bank,,2735137,73855,www.freedomfinancialbank.com,50266,
American Community Bank,AMERICAN COMMUNITY BANK,2871558,73857,http://www.acbalways.com,11542,
Madison County Community Bank,,2805928,74360,www.mccbflorida.com,32340,
The Settlers Bank,,2747279,74364,http://www.settlers.bank,45750,
The Philadelphia Trust Company,,2796277,74650,www.philadelphiatrust.com,19103,
Petit Jean State Bank,,2769570,74661,http://www.pjsb.com,72110,
Community Bank of Memphis,,2724766,74672,http://www.communitybankofmemphis.com,63555,
TowneBank,Towne Bank,2797724,74673,www.townebank.com,23703,
"Bank of America, National Association",Bank of America National Trust and Savings Association,480228,2238,www.bankofamerica.com,28202,
Buckeye Community Bank,,2836306,74680,www.buckeyebank.com,44035,
Idaho Trust  Bank,Idaho Trust Company,2753917,74682,www.idahotrust.com,83702,
"Wells Fargo Bank, National Association",Crocker-Citizens National Bank,451965,2239,www.wellsfargo.com,57104,
"Community Bank of Wichita, Inc.",,2775692,74907,www.cbw.bank,67206,
Sauk Valley Bank & Trust Company,,2797162,74920,www.saukvalleybank.com,61081,
Millennium Bank,Community Trust & Banking Company,2820604,75130,http://www.millenniumbank.com,37363,
Seattle Bank,Seattle Savings Bank,2838207,75131,www.seattlebank.com,98101,
BMW Bank of North America,,2850722,75133,http://www.bmwusa.com,84121,
New Millennium Bank,,2833882,75147,https://WWW.NMBONLINE.COM,07024,
"M.Y. SAFRA BANK, FSB",T. Rowe Price Savings Bank,2916534,75150,www.mysafra.com,10022,
Farm Bureau Bank FSB,,2819167,75154,www.farmbureau.bank,89521,
The Murray Bank,,2819242,75632,www.themurraybank.com,42071,
Capital Bank and Trust Company,,2921659,75636,www.americanfunds.com,92618,
The Bank of Baker,,222558,278,www.bankofbaker.com,59313,
"Fidelity Personal Trust Company, FSB",,2914268,76172,www.fidelity.com,03054,
Bank of the James,,2787770,76173,www.bankofthejames.bank,24504,
Community Bank of the South,,2860039,76179,www.cbos.bank,32953,
First Reliance Bank,,2839790,76181,firstreliance.com,29501,
Wyoming Community Bank,Wyoming National Bank,2806840,76775,http://www.wyomingcommunity.bank,82501,
Freedom Bank,,2858492,76776,WWW.THATSFREEDOM.BANK,47542,
First Secure Community Bank,American Heartland Bank and Trust,2805535,76778,http://www.1stsecurebank.com,60554,
Southern Illinois Bank,,2847085,76785,http://www.southernillinoisbank.com,62951,
"John Deere Financial, f.s.b.","FPC Financial, F.S.B.",2992547,76794,www.deere.com,53562,
OPTUS Bank,South Carolina Community Bank,2794732,76798,www.optus.bank,29201,
Twin City Bank,,2905761,77225,www.twincitybank.com,98632,
"Blue Ridge Bank,  National Association","Smith River  Community  Bank,  N.  A.",233527,77239,www.mybrb.com,24112,
Freedom Bank of Southern Missouri,,2835103,77241,www.freedombk.com,65625,
"Capital Bank, National Association",Harbor Capital National Bank,2808602,77667,http://www.capitalbankmd.com,20850,
Great American Bank,The Lawrence Bank,2815879,77682,http://www.greatambank.com,66044,
Southern First Bank,"Greenville First Bank, N.A.",2849801,77685,http://www.southernfirst.com,29607,
BHM Bank,Alamerica Bank,2877484,78220,BHM.bank,35205,
Georgia Community Bank,Bank of Terrell,2823221,78226,www.gcb.bank,31707,
FinWise Bank,Utah Community Bank,2880019,78229,www.finwise.bank,84107,
"Liberty Bank, National Association",California First National Bank,2907439,78237,www.libertybk.com,92614,
Oak Bank,,2857600,78239,HTTP://WWW.OAK.BANK,53719,
Five Star Bank,,2867337,78823,www.fivestarbank.com,95661,
Bank of Oak Ridge,BANK OF OAK RIDGE,2903123,78827,www.bankofoakridge.com,27310,
"Chino Commercial Bank, N.A.",,2925620,78830,www.chinocommercialbank.com,91710,
Alpine Capital Bank,,2889227,78845,www.alpinecapitalbank.com,10019,
SEI Private Trust Company,,2973386,78856,www.seic.com,19456,
United Trust Bank,United Trust and Federal Savings Bank,2949970,79497,www.utbhome.com,60463,
"MassMutual Private Wealth & Trust, FSB","The MassMutual Trust Company, F.S.B.",2881445,79498,www.massmutualtrust.com,06095,
BankVista,,2849285,79511,www.bankvista.com,56377,
Yampa Valley Bank,First National Bank of Steamboat Springs,2806635,79512,www.yampavalleybank.com,80487,
American Community Bank & Trust,American Community Bank,2869162,79520,http://www.amcombank.com,60098,
TriStar Bank,,2871099,80012,www.tristar.bank,37055,
Branson Bank,,2861317,80015,www.bransonbank.com,65616,
United National Bank,,2914727,80023,http://www.unbonline.com,39828,
OptimumBank,Optimumbank.com,2953418,80028,www.optimumbank.com,33308,
Bank of Brookhaven,,2877831,80038,www.bankofbrookhaven.com,39601,
Four Corners Community Bank,,2855866,80040,www.thebankforme.com,87401,
"Citizens Bank of Cumberland County, Inc.",,2921622,80041,www.cbcconline.com,42717,
"The Bancorp Bank, National Association",The Bancorp.com Bank,2858960,80043,www.thebancorp.com,57103,
"Century Bank of Kentucky, Inc.",,2920287,80228,http://www.centurybankky.com,40342,
"Hometown Bank of Corbin, Inc.",Bank of Corbin,2897633,80233,www.ahometownbank.com,40701,
1st Colonial Community Bank,1st Colonial National Bank,2920773,80234,http://www.1stcolonial.com,08108,
Citizens First Bank,,2882983,80561,www.gocfb.bank,52732,
Crown Bank,,2860271,80564,www.crown-bank.com,55435,
Quaint Oak Bank,Quaint Oak Savings Bank,815277,80582,www.quaintoak.com,18966,
Cypress Bank & Trust,Cypress Trust Company,2873598,80591,www.cypressbanktrust.com,32940,
Davidson Trust Co.,,644954,80595,,59401,
Community Bank of Pickens County,,2943615,80598,http://www.cbopc.com,30143,
The Federal Savings Bank,Brooke Savings Bank,2806877,81171,www.thefederalsavingsbank.com,60639,
North State Bank,,2915461,81172,http://www.northstatebank.com,27609,
InsBank,Insurors Bank of Tennessee,2877345,81174,www.insbank.com,37215,
First Carolina Bank,First Carolina State bank,2963266,81325,www.firstcarolinabank.com,27804,
First Electronic Bank,,2947556,81328,www.firstelectronic.com,84106,
BCB Community Bank,Bayonne Community Bank,2954059,81650,www.bcb.bank,07002,
Bank of Franklin County,,2913702,81652,www.bankoffranklincounty.com,63090,
Axos Bank,Bank of Internet USA,2917317,81655,www.axosbank.com,92122,
Century Bank of Florida,,2939001,81669,www.centurybk.com,33612,
