NAME,PRIORNAME1,FED_RSS_ID,UNINUM,WEBADDR,ZIP,CHARTER_NUMBER
First Heritage Bank,The First National Bank of Centralia,922157,3074,www.1hbank.com,66415,
The First National Bank in Cimarron,,677354,3076,www.fnbcimarron.com,67835,
Conway Bank,The First National Bank of Conway Springs,972750,3087,www.conwaybank.net,67031,
NINNESCAH VALLEY BANK,The First National Bank of Cunningham,789051,3090,http://www.nvalleybank.com,67035,
The First National Bank of Dighton,,636753,3091,http://www.fnbdighton.com,67839,
FirstOak Bank,The First National Bank of Elk City,916857,3096,www.firstoakbank.com,67301,
Home Bank and Trust Company,The Home National Bank of Eureka,840251,3098,http://www.homebank-trust.com,67045,
"Armed Forces Bank, National Association",Army National Bank,983457,3100,afbank.com,66027,
First National Bank in Frankfort,,923350,3102,www.fnbfrankfortks.com,66427,
"GNBank, National Association",The Girard National Bank,928056,3105,www.gn-bank.com,66743,
The Citizens National Bank,The Citizens National Bank of Greenleaf,991555,3109,www.thecnb.bank,66943,
Vista National Bank & Trust,The First National Bank of Harveyville,931458,3113,www.myvista.bank,66431,
The First National Bank of Hope,,870856,3118,https://www.fnbks.com,67451,
"The Howard State Bank, Howard, Kansas",The Howard National Bank,998358,3120,www.howardstatebank.com,67349,
The First National Bank of Hutchinson,,754853,3123,www.fnbhutch.bank,67501,
Central National Bank,The Central National Bank of Junction City,234355,3126,www.centralnational.com,66441,
Security Bank of Kansas City,Security National Bank of Kansas City,1009354,3128,www.securitybankkc.com,66101,
Citizens Bank of Kansas,The First National Bank of Kingman,1014853,3130,www.citizensbankofkansas.com,67068,
The First National Bank of Louisburg,,132451,3142,go.ibankfirst.com,66053,
The Marion National Bank,,167752,3148,bankwithmnb.com,66861,
Southwind Bank,United National Bank,276159,3153,southwindbank.com,67651,
First Option Bank,The First National Bank of Osawatomie,285852,3163,http://www.firstoptionbank.com,66064,
The First Security Bank,The First National Bank of Overbrook,460350,3168,www.firstsecurityks.com,66524,
First National Bank and Trust,The First National Bank of Phillipsburg,183958,3172,www.agbank.bank,67661,
SJN Bank of Kansas,The St. John National Bank,412555,3180,www.sjnbank.com,67576,
"Sunflower Bank, National Association",The First National Bank and Trust Company of Salina,474759,3181,www.sunflowerbank.com,75225,
The First National Bank of Scott City,,414652,3183,http://www.fnbscott.com,67871,
"Elevate Bank, National Association",The First National Bank of Sedan,195157,3184,www.elevate.bank,67361,
The Solomon State Bank,The Solomon National Bank,356659,3186,,67480,
The First National Bank of Spearville,,197254,3187,www.fnbspearville.com,67876,
Western National Bank,The First National Bank of Summerfield,199351,3191,www.mywnb.com,68327,
"Dream First Bank, National Association",The First National Bank of Syracuse,543459,3192,www.dreamfirst.bank,67878,
Emprise Bank,United American State Bank & Trust Company,65858,3199,www.emprisebank.com,67202,
Bank of the Flint Hills,The First National Bank of Wamego,552059,3201,http://www.bankflinthills.com,66547,
FNB Washington,The First National Bank of Washington,209559,3202,www.fnbwashington.com,66968,
First National Bank of Kansas,"First Bank, National Association",614256,3203,www.fnbofks.bank,66839,
Bank of Commerce and Trust Company,The National Bank of Commerce of Wellington,431350,3205,https://www.bankofcommerce.ws,67152,
"Intrust Bank, National Association",First National Bank in Wichita,557858,3208,http://www.intrustbank.com,67202,
Southwest National Bank,The Southwest National Bank of Wichita,499855,3210,www.southwestnb.com,67202,
"Shore United Bank, National Association",The Centreville National Bank of Maryland,933023,3222,shoreunitedbank.com,21601,
Security Bank Midwest,Security State Bank,435255,352,www.sbmidwest.bank,57066,
First United Bank & Trust,The First National Bank of Oakland,61122,3235,https://www.mybank.com,21550,
Bank of Evergreen,,560438,30,www.thebankofevergreen.com,36401,
Western Dakota Bank,Dewey County Bank,128258,354,www.westerndakotabank.com,57656,
Mountain Commerce Bank,Erwin National Bank,1016231,3275,www.mcb.com,37919,
Peoples Bank of the South,The Peoples National Bank of La Follette,277736,3288,www.peoplesbanksouth.com,37766,
The First National Bank of Middle Tennessee,The First National Bank of McMinnville,87234,3295,www.fnbmt.com,37110,
The First National Bank of Oneida,,966731,3300,www.fnboneida.com,37841,
BankStar Financial,Corn Exchange Bank,109453,357,https://www.ebankstar.bank,57026,
First Farmers & Commercial Bank,The First National Bank of Pikeville,702836,3302,www.ffandcb.com,37367,
First Citizens National Bank,First-Citizens National Bank of Dyersburg,133850,3314,http://www.firstcnb.com,38024,
First Horizon Bank,"First Tennessee Bank, National Association",485559,3319,www.firsthorizon.com,38103,
Trustmark Bank,Trustmark National Bank,342634,3327,www.trustmark.com,39201,
The Citizens National Bank of Meridian,,69333,3331,http://www.yourcnb.com,39301,
Community Spirit Bank,Bank of Red Bay,470032,31,www.communityspirit.bank,35582,
FNB Oxford Bank,The First National Bank of Oxford,590640,3341,www.fnboxford.com,38655,
First Choice Bank,The First National Bank of Pontotoc,968744,3342,https://www.firstchoice.bank,38863,
Farmers and Merchants State Bank,,601153,362,www.fmsbonline.com,57368,
Century Bank and Trust,Hickory National Bank of Michigan,694847,3345,www.centurybankandtrust.com,49036,
Citizens National Bank of Cheboygan,,773742,3347,www.cnbismybank.com,49721,
Southern Michigan Bank & Trust,Southern Michigan National Bank,822042,3348,www.smb-t.com,49036,
The Dart Bank,The Dart National Bank of Mason,47247,3359,www.dart.bank,48854,
Great Plains Bank,Eureka State Bank,589158,365,www.greatplainsbank.com,57437,
Superior National Bank,Superior National Bank & Trust Company,245557,3377,www.snb-t.com,49930,
First National Bank & Trust Co.,The First National Bank of Iron Mountain,251558,3380,www.fnbimk.com,49801,
Range Bank,"Range Bank, National Association",355559,3387,www.rangebank.com,49855,
The First National Bank of St. Ignace,,381950,3388,www.fnbsi.com,49781,
The First National Bank of Wakefield,,292850,3390,http://www.fnbwakefieldmi.com/,49968,
The First National Bank of Bagley,,392255,3399,www.fnbbagley.com,56621,
The First National Bank of Bemidji,,363657,3403,www.fnbbemidji.com,56601,
Star Bank,The First National Bank of Bertha-Verndale,715050,3404,www.star.bank,55358,
First Bank Blue Earth,The First National Bank of Blue Earth,147857,3406,www.firstbankblueearth.com,56013,
The Bank of Vernon,,382537,32,www.bankofvernon.bank,35592,
B2 Bank National Association,The First National Bank of Buhl,108652,3413,www.b2.bank,55792,
First Security Bank - Canby,National Bank of Canby,339353,3414,www.firstsecuritybanks.com,56220,
Western National Bank,The First National Bank of Cass Lake,278751,3417,www.wbcasslake.com,56633,
First National Bank,The First National Bank of Chisholm,371755,3419,www.fnbchisholm.com,55719,
The First National Bank of Cokato,,280558,3421,www.fnbcokato.com,55321,
Granite Bank,The First National Bank of Cold Spring,311256,3422,www.granitebank.com,56320,
The First National Bank of Coleraine,,311658,3423,www.colerainebank.com,55722,
Deerwood Bank,The First National Bank of Deerwood,314257,3427,deerwoodbank.com,56387,
Western National Bank,Western National Bank of Duluth,127055,3433,http://www.wbduluth.com,55807,
First Bank Elk River,The First National Bank of Elk River,970055,3437,www.elkriver.bank,55330,
The Miners National Bank of Eveleth,,43856,3441,http://www.mnbeveleth.com,55734,
The First National Bank of Fairfax,,938354,3442,http://www.fnbfx.com,55332,
"Wells Fargo Bank South Central, National Association","Norwest Bank Minnesota South, National Association",2362458,3446,www.wellsfargo.com,77007,
The First National Bank of Gilbert,,975452,3450,http://www.gilbertbank.com,55741,
The First National Bank of Henning,,23456,3457,www.mykindofbank.com,56571,
Bank Midwest,"Bank Midwest, Minnesota Iowa, National Association",45551,3464,bankmidwest.com,51360,
Global Innovations Bank,First State Bank of Kiester,1015458,3466,www.gibank.com,56051,
The First National Bank of Le Center,,986551,3471,www.fnblecenter.com,55046,
First Farmers & Merchants National Bank,The Luverne National Bank,917854,3476,www.ffmbank.com,56156,
Pioneer Bank,The First National Bank of Mapleton,920854,3483,WWW.BANKWITHPIONEER.COM,56065,
The First National Bank of McIntosh,,988256,3485,www.fnbmcintosh.com,56556,
COMMUNITY FIRST BANK,First National Bank of Menahga & Sebeka,923855,3486,www.communityfirstbankmn.com,56464,
The First National Bank of Milaca,,924357,3487,www.fnbmilaca.com,56353,
The Citizens Bank of Winfield,,293437,33,http://www.cbwinfield.com,35594,
The First National Bank of Moose Lake,,706058,3501,www.firstmooselake.com,55767,
Community Resource Bank,Community National Bank,813853,3506,www.crb.bank,55057,
The First National Bank of Osakis,,726458,3507,www.fnbosakis.com,56360,
The Citizens National Bank of Park Rapids,,877752,3509,www.cnbbank.com,56470,
Foresight Bank,The First National Bank of Plainview,755458,3514,www.foresight.bank,55964,
The First National Bank of Proctor,,731957,3515,www.proctorbank.com,55810,
First National Bank Minnesota,The First National Bank of Saint Peter,197759,3526,www.fnbmn.bank,56082,
Minnesota National Bank,The Merchants National Bank of Sauk Centre,799751,3527,www.mn-bank.bank,56378,
First Security Bank - Sleepy Eye,First Security State Bank,861658,3529,www.firstsecuritybanks.com,56085,
Farmers State Bank,,542854,377,www.farmersstatebankwyoming.com,82082,
First National Bank North,The First National Bank of Walker,805755,3540,www.fnbnorth.com,56484,
"Keen Bank, National Association",The First National Bank of Waseca,837354,3541,keen.bank,56093,
First Financial Bank in Winnebago,First National Bank in Winnebago,840354,3546,www.1stbago.com,56098,
"WNB FINANCIAL, N.A.",Winona National and Savings Bank,220059,3548,http://www.wnbfinancial.com,55987,
American Bank of Beaver Dam,The American National Bank of Beaver Dam,510648,3551,www.americanbankbd.com,53916,
The First National Bank and Trust Company,The First National Bank and Trust Company of Beloit,207845,3553,www.bankatfirstnational.com,53511,
Fortifi Bank,The First National Bank of Berlin,111942,3554,www.fortifibank.com,54923,
Central Bank and Trust,Lander State Bank,903950,378,www.centralbanktrust.com,82520,
PremierBank,Premier Bank,907547,3560,www.bankwithpremier.com,53538,
"Associated Bank, National Association","Associated Bank Green Bay, National Association",917742,3561,www.associatedbank.com,54301,
FORTE BANK,The First National Bank of Hartford,742944,3562,www.fortebankwi.com,53027,
"Bank First, N.A.",First National Bank in Manitowoc,594947,3569,www.bankfirst.com,54220,
The Stephenson National Bank and Trust,The Stephenson National Bank of Marinette,598048,3571,http://www.snbt.com,54143,
The Peshtigo National Bank,,257345,3582,www.pnbwi.com,54157,
WOODTRUST BANK,Wood County National Bank and Trust,833749,3599,www.woodtrust.com,54494,
Pillar Bank,The First Bank of Baldwin,143952,3600,www.pillar.bank,54002,
The First National Bank of Bangor,,627854,3601,fnbbangor.net,54614,
First National Community Bank,The First National Bank of New Richmond,23755,3615,www.fnc.bank,54017,
The First National Bank of River Falls,,956255,3619,http://www.fnbrf.com,54022,
West Plains Bank,The Commercial National Bank of Ainsworth,967952,3622,www.westplainsbk.com,69210,
Farmers and Merchants Bank of Ashland,The Farmers & Merchants National Bank of Ashland,398051,3627,www.fmnb.com,68003,
First Bank of Bancroft,The First National Bank of Bancroft,983055,3630,http://www.firstbancroft.com,68004,
First Community Bank,First National Bank,993250,3634,www.firstbeemer.com,68716,
Waypoint Bank,First Bank & Trust Company,244158,3641,www.waypointbank.com,69130,
City Bank & Trust Co.,The City National Bank of Crete,79855,3643,www.citybankandtrust.com,68516,
The Exchange Bank of Alabama,First State Bank of Altoona,672537,35,www.exba.com,35952,
F&M Bank,First National Bank and Trust Company,259059,3648,www.fmbankfc.bank,68355,
First Bank and Trust of Fullerton,First National Bank and Trust of Fullerton,266655,3652,http://www.fbtfullerton.com,68638,
Genoa Community Bank,The Genoa National Bank,2750,3654,www.genoacb.com,68640,
The First National Bank of Gordon,,3252,3656,https://www.fnbgordon.com,69343,
Security First Bank,"The Security Bank, Sidney",276850,3660,http://www.security1stbank.com,68516,
The First National Bank of Johnson,,563457,3667,www.fnbjohnson.com,68378,
Security Bank,Security National Bank,566056,3669,WWW.MYSECURITY.BANK,68745,
Legends West Bank,Bank of Lewellen,13457,3670,www.legendswest.bank,69147,
First Northeast Bank of Nebraska,The First National Bank of Lyons,208655,3675,http://www.fnb-ne.com,68038,
MNB BANK,The McCook National Bank,575759,3677,www.mnb.bank,69001,
First Bank and Trust Company,The First National Bank of Minden,114859,3681,www.firstofminden.com,68959,
Minden Exchange Bank & Trust Company,The Minden Exchange National Bank,456054,3682,www.mindenexchange.com,68959,
Platte Valley Bank,"Platte Valley National Bank - Morrill, Minatare, Lyman",580155,3684,www.pvbank.com,82240,
First National Bank of Omaha,The First National Bank of Omaha,527954,3692,www.fnbo.com,68102,
First National Bank in Ord,,850054,3698,www.fnbord.com,68862,
Citizens Bank & Trust Company,Citizens Bank & Trust Company in St. Paul,925055,3703,www.bankwithcitizens.com,68873,
Cattle Bank and Trust,The Cattle National Bank and Trust Company,529659,3706,WWW.CATTLEBANK.COM,68434,
JONES BANK,The Jones National Bank and Trust Company of Seward,469559,3707,www.jonesbank.com,68434,
Stanton State Bank,The Stanton National Bank,382256,3712,www.stantonstatebank.com,68779,
FirstBank of Nebraska,The First National Bank of Wahoo,540056,3718,www.firstbankne.com,68066,
State Nebraska Bank & Trust,The State National Bank & Trust Company,581358,3722,www.statenebank.com,68787,
Citizens State Bank,The Citizens National Bank of Wisner,482053,3726,www.citstatebank.com,68791,
Cornerstone Bank,The First National Bank of York,403151,3727,www.cornerstoneconnect.com,68467,
Frost  Bank,The Frost National Bank,682563,3739,www.frostbank.com,78205,
"Servbank, National Association","Allied First Bank,sb",2140348,119525,www.servbank.com,60543,
The City National Bank of San Saba,,714165,3747,www.cnbss.com,76877,
The First National Bank of Sonora,,591366,3759,www.sonorabank.com,76950,
The First National Bank of Stanton,,458665,3761,www.fnbstanton.com,79782,
The First National Bank of Sterling City,,411062,3763,www.thefnbsc.com,76951,
The City National Bank of Sulphur Springs,,596062,3767,www.bankatcnb.bank,75482,
The City National Bank of Taylor,,181963,3771,www.cnbt.bank,76574,
"Extraco Banks, National Association",First National Bank of Temple,537560,3773,www.extracobanks.com,76502,
The First National Bank of Tom Bean,,193162,3778,www.fnbtb.com,75489,
The First National Bank of Trinity,,479567,3780,www.fnbtrinity.com,75862,
First National Bank of Bosque County,First National Bank in Valley Mills,198961,3785,,76689,
Herring Bank,The Herring National Bank of Vernon,610164,3788,www.herringbank.com,79109,
The Waggoner National Bank of Vernon,,548267,3789,www.wnbvernon.com,76384,
Citizens National Bank of Texas,Citizens National Bank in Waxahachie,552161,3794,www.cnboftexas.com,75165,
First National Bank and Trust Company of Weatherford,The First National Bank of Weatherford,614368,3795,www.go2fbt.com,76086,
Fannin Bank,The First National Bank of Windom,377663,3804,www.fanninbank.com,75418,
The First National Bank of Winnsboro,,501767,3805,www.fnbwinnsboro.com,75494,
The Yoakum National Bank,,311265,3809,www.ynbtx.com,77995,
Troy Bank & Trust Company,,134437,3811,http://www.troybankandtrust.com,36081,
Union State Bank,,467733,3815,www.unionstate.net,35125,
Bank of Brewton,,351131,3816,www.bankofbrewton.com,36426,
Chambers Bank,Danville State Bank,517049,3823,http://www.chambers.bank,72833,
COMMUNITY STATE BANK,The Bank of Bradley,378044,3827,www.csbarkansas.com,71826,
Smackover State Bank,,676049,3830,http://www.smackoverbank.com,71762,
Bodcaw Bank,,942847,3831,www.bodcaw.bank,71860,
Logan County Bank,,932642,3837,logancountybank.net,72863,
First Security Bank,Security Bank,673440,3838,www.fsbank.com,72143,
Connect Bank,Bank of Star City,126049,3839,www.connectbank.us,71667,
CS Bank,Bank of Eureka Springs,514048,3840,www.cs.bank,72632,
Citizens Bank and Trust,The Citizens Bank of Frostproof,701839,3859,http://www.citizens-bank.com,33843,
Brannen Bank,The Bank of Inverness,760331,3862,www.brannenbanks.com,34450,
Southeastern Bank,The Darien Bank,210238,3870,www.southeasternbank.com,31305,
The Bank of Edison,,610539,3871,www.bankofedison.com,39846,
PrimeSouth Bank,The Blackshear Bank,1011638,3878,http://https://www.primesouth.com,31516,
Bank of Wrightsville,,176437,3883,WWW.BANKOFWRIGHTSVILLE.COM,31096,
The Bank of Clovis,,2948423,294967,www.bankofclovis.Bank,88101,
American Heritage Bank,,2960555,301127,www.ahbnm.com,88101,
Champion Bank,,2901558,334365,http://www.thechampionbank.com,80134,
Willamette Valley Bank,Valley Business Bank,2954497,334369,HTTPS://WWW.WVBK.COM,97301,
Nicolet National Bank,,2941068,334440,www.nicoletbank.com,54301,
Bank of Newington,,948531,3888,http://https://www.bankofnewington.com,30446,
"California Bank of Commerce, National Association",Ramona National Bank,3076453,340749,www.californiabankofcommerce.com,92130,
Celtic Bank,,2998576,356463,http://www.celticbank.com,84111,
PEOPLES BANK,,2939391,356558,http://www.peoplesbankar.com,72150,
Cornerstone National Bank & Trust Company,,2929392,356679,www.cnbtc.bank,60067,
Story Bank DBA Story Financial Partners,FIRST COMMERCIAL BANK,2948058,356788,www.firstcommercialbk.com,39211,
Georgia Banking Company,,3016347,356828,www.georgiabanking.com,30309,
Community Bank of Santa Maria,,2997216,356857,www.yourcbsm.com,93455,
bankcda,,3010363,356862,www.bankcda.bank,83814,
"Westfield Bank, FSB",,2986407,356925,www.westfield-bank.com,44251,
"Northbrook Bank and Trust Company, National Association",Northbrook Bank and Trust Company,2938198,356990,www.northbrookbank.com,60062,
Emigrant Bank,Plus International Bank,137915,356991,www.emigrant.com,33131,
The Farmers Bank,,11837,3891,www.farmbk.com,30642,
Traditions First Bank,,2963864,357250,http://www.traditionsfirst.com,37061,
Northwestern Mutual Wealth Management,Northwestern Mutual Trust Co.,3017081,357285,www.northwesternmutual.com,53202,
Dogwood State Bank,Sound Banking Company,3047659,357477,www.dogwoodstatebank.com,27609,
Northstar Bank,,2958972,357498,WWW.NORTHSTARATHOME.COM,48413,
Mission Valley Bank,MISSION VALLEY BANK,3039636,357688,www.missionvalleybank.com,91352,
"Schaumburg Bank & Trust Company, National Association",Advantage National Bank,2970657,357824,www.bankschaumburg.com,60173,
Everence Trust Company,MMA Trust Company,3029253,357931,www.everence.com,46528,
"First Century Bank, National Association",The National Bank of Gainesville,2997748,358075,www.myfirstcenturybank.com,30529,
First Community Bank of Central Alabama,,3034257,358137,http://www.fcbca.com,36092,
Guardian Bank,,2989006,358181,https://www.guardian.bank,31602,
Community Federal Savings Bank,,3040418,358263,www.cfsb.com,11421,
"Leader Bank, National Association",,3109146,358427,www.leaderbank.com/,02474,
Mission Bank,MISSION BANK,2963275,358471,http://missionbankaz.com,86401,
Community Bank of Missouri,,3005097,358515,https://www.communitybankmissouri.com,64085,
Farmers and Merchants Bank,,763930,3897,www.fmb.net,31635,
National Advisors Trust Company,"National Advisors Trust Company, FSB",2809373,358728,www.NationalAdvisors.com,66211,
Commerce West Bank,"CommerceWest Bank,  N.A.",3052813,359010,www.cwbk.com,92614,
The Freedom Bank of Virginia,,3019982,359093,freedom.bank,22030,
Gogebic Range Bank,,3025929,359381,gogebicrangebank.com,49938,
BNC National Bank,BNC National Bank of Arizona,2358769,359425,www.bncbank.com,85308,
Barclays Bank Delaware,Juniper Bank,2980209,359447,www.barclaysus.com/deposits,19801,
Philo Exchange Bank,,667346,3900,www.philobank.com,61864,
Embassy Bank for the Lehigh Valley,,3068579,359764,www.embassybank.com,18017,
Douglas National Bank,,3049635,359847,http://www.dnbdouglas.com,31533,
Cedar Rapids Bank and Trust Company,,3029589,359966,www.CRBT.bank,52401,
Cornerstone Bank,,3027763,360127,WWW.CORNERSTONEBK.COM,66221,
Citizens Community Federal National Association,Citizens Community Federal,962890,360330,www.ccf.us,54720,
"Signature Bank, National Association",,3076604,360418,www.signaturebankna.com,43623,
First Commerce Bank,"First Commerce Bank, National Association",3041358,360535,www.bankfirstcommerce.com,66508,
FlatIrons Bank,,3022610,360600,www.flatirons.bank,80302,
AMG National Trust Bank,"AMG/Guaranty Trust, National Association",3015939,360726,www.amgnational.com,80302,
1st Bank Yuma,,3048487,360755,www.1stbankyuma.com,85364,
State Bank of St. Jacob,,362940,3905,http://www.statebankofstjacob.com,62281,
"United Community Bank of West Kentucky, Inc.",,3070545,360799,www.ucbwest.com,42437,
Stifel Bank and Trust,FirstService Bank,3076248,361248,www.stifelbank.com,63102,
Town & Country Bank,,3067929,361252,www.tcbanknv.bank,89147,
Farmers Bank,,3020447,362098,www.farmersbank-weld.com,80610,
Drake Bank,,3090833,362102,www.drake-bank.com,55107,
SouthEast Bank,SouthEast Bank & Trust,3110197,362261,www.southeastbank.com,37934,
Stifel Bank,The Business Bank of Saint Louis,3076220,362429,www.stifelbankstl.com,63102,
American Eagle Bank,,3116519,362437,www.americaneaglebank.com,60177,
Cheyenne State Bank,,3032833,362542,http://www.cheyennestatebank.com,82001,
Bankwell Bank,The Bank of New Canaan,3109043,362641,www.mybankwell.com,06840,
U. S. Century Bank,,3146150,362653,www.uscentury.com,33172,
Oregon Coast Bank,,3125557,362753,www.oregoncoastbank.com,97365,
Independence Bank,,3180136,362883,www.independence-bank.com,02818,
United Bank & Trust Co.,United Bank & Trust National Association,3103591,363051,www.bankubt.com,50158,
Bank of Lincoln County,,3128923,363130,http://www.bolconline.com,37334,
"Optum Bank, Inc.","Exante Bank, Inc.",3202702,363231,www.optumbank.com,84020,
Worthington Bank,Worthington National Bank,3150205,363318,www.worthington.bank,76010,
"Forcht Bank, National Association",First National Bank of Lexington,3141726,363357,www.forchtbank.com,40509,
Patriot Bank,,3120646,363408,www.patriot-bank.com,38053,
Commercial Bank of California,,3189063,363419,http://www.cbcal.com,92612,
Highlands Community Bank,,3125315,363478,www.hc.bank,24426,
Sanibel Captiva Community Bank,,3122994,363517,http://www.sancapbank.com,33957,
Commerce Bank & Trust,Commerce National Bank & Trust,3148613,363538,www.cbt-fl.com,32789,
"State Bank of the Lakes, National Association",State Bank of the Lakes,595430,3917,www.sbotl.com,60002,
American Continental Bank,Continental Bank of America,3216316,363724,http://www.americancontinentalbank.com,91748,
Medallion Bank,,3228908,363796,www.medallionbank.com,84121,
"Charles Schwab Bank, SSB","Charles Schwab Bank, National Association",3150447,363798,www.schwabbank.com,76262,
Sound Community Bank,,429487,363806,http://www.soundcb.com,98121,
PCB Bank,Pacific City Bank,3212402,363895,https://www.mypcbbank.com,90010,
First Commerce Bank,,3153297,363918,www.firstcommercebank.net,37091,
Community Bank Owatonna,,3139321,363965,WWW.CBOWATONNA.COM,55060,
Members Trust Company,,3219269,363982,www.memberstrust.com,33637,
Citizens Bank & Trust,,3174920,364141,http://www.citizensbanktrust.com,35976,
Metropolitan Capital Bank & Trust,Metropolitan Capital Bank,3153233,364227,http://www.metcapbank.com,60611,
Foresight Bank,German-American State Bank,556936,3921,www.ffgbank.com,61088,
Bank of Commerce,,3134698,364270,www.bocokonline.com,73533,
PrimeBank of Texas,Capital Bank of Texas,3134399,364331,https://www.prime.bank,78746,
Pathfinder Bank,Pathfinder Commercial Bank,729310,364350,http://www.PATHFINDERBANK.com,13126,
Liberty National Bank,,3140822,364412,www.libertynational.bank,51106,
Avidbank,The Private Bank of the Peninsula,3214059,364542,www.avidbank.com,95112,
Community First Bank of Indiana,Community First Bank of Howard County,3165357,364552,www.cfbindiana.com,46901,
Western Alliance Bank,Alliance Bank of Arizona,3138146,364554,www.westernalliancebancorporation.com,85004,
Tolleson Private Bank,,3166699,364830,www.tollesonwealth.com,75205,
Fidelity Bank,Thomson State Bank,597041,3925,www.fidelity-bank.com,61074,
The Hometown Bank of Alabama,,3217331,365306,www.HomeTownBankAlabama.com,35121,
Toyota Financial Savings Bank,,3287660,365430,www.toyotabank.com,89074,
"Trinity Bank, N.A.",,3185896,365431,http://WWW.TRINITYBK.COM,76107,
Heritage Bank,,3120897,365454,www.heritagebankonline.com,66614,
Traditions Bank,,3194692,365489,www.traditionsal.com,35055,
UBS Bank USA,,3212149,365628,http://www.ubs.com/cefs/en/ubs-bank-usa/ubs-bank-usa.html,84111,
PeoplesTrust Bank,,3282012,365644,www.peoplestrustbk.com,35570,
Comenity Capital Bank,World Financial Capital Bank,3224580,365652,Savings.Breadfinancial.com,84020,
Continental Bank,,3220863,365653,http://www.cbankus.com,84101,
Heritage Bank of the Ozarks,,3199811,365828,http://www.heritagebankozarks.com,65536,
Community Bank of Georgia,,3213333,365884,www.communitybankga.com,31513,
Golden State Bank,Golden State Business Bank,3224375,366070,www.goldenstatebank.com,91203,
Integrity Bank & Trust,Integrity Bank and Trust,3160978,366145,www.integritybankandtrust.com,80132,
West Coast Community Bank,Santa Cruz County Bank,3235410,366199,www.wccb.com,95060,
Mainstreet Community Bank of Florida,,3217957,366287,www.bankonmainstreet.com,32720,
Falcon National Bank,,3184228,366359,www.falconnational.com,56329,
First Western Trust Bank,,3158546,418417,www.myfw.com,80202,
Redwood Capital Bank,,3247589,418420,http://www.rdwo.com,95501,
Forbright Bank,Congressional Bank,3187630,418493,WWW.FORBRIGHTBANK.COM,20854,
Clarion County Community Bank,CNB Community Bank,3185579,418695,http://www.clarionbank.com,16214,
1st State Bank,,3223305,418761,www.1ststate.bank,48604,
Homeland Community Bank,,3223408,418823,http://www.homelandcb.com,37110,
1st Security Bank of Washington,,1018927,418874,WWW.FSBWA.com,98043,
Bank of Walker County,,3254297,418989,www.bankofwalkercounty.bank,35501,
Gateway Bank,,3223417,419003,www.gateway.bank,55118,
Heritage Community Bank,,3224478,419210,www.hcbonline.us,37745,
Empire State Bank,"Empire State Bank, National Association",3277241,419378,http://www.esbna.com,10314,
The Fountain Trust Company,,145844,3935,http://www.fountaintrust.com,47932,
CedarStone Bank,,3262788,419627,www.cedarstonebank.com,37087,
"American Commerce Bank, National Association",Peoples Community National Bank,3272956,419715,www.americancommercebank.com,30110,
First National Bank of Decatur County,,3232370,419971,http://www.fnbdc.com,39819,
"Beverly Bank & Trust Company, National Association",,3216017,420280,www.thebeverlybank.com,60643,
"T Bank, National Association",,3284445,420285,http://www.tbank.com,75248,
Summit Bank,,3243282,422240,https://sbko.bank,97401,
Greene County Commercial Bank,,3268249,422514,www.tbogc.com,12414,
United Business Bank,Bay Commercial Bank,3281510,422931,http://www.unitedbusinessbank.com,94596,
Pacific Valley Bank,,3293540,423295,www.pacificvalleybank.com,93901,
First Southwest Bank,,3224302,423296,www.fswb.bank,81101,
MainStreet Bank,,3248849,423301,www.mstreetbank.com,22030,
Providence Bank & Trust,"Providence Bank, LLC",3280625,423445,www.providence.bank,60473,
Coastal States Bank,CoastalStates Bank,3274709,423465,www.coastalstatesbank.com,29928,
Meridian Bank,,3271799,424306,www.meridianbanker.com,19087,
Nantahala Bank & Trust Company,,3285778,424604,www.nantahalabank.com,28734,
Lakeview Bank,Lakeview  Bank,3253834,424611,www.lakeview.bank,55044,
The Peoples Bank,BROWNSTOWN LOAN AND TRUST CO.,7045,3941,http://www.banktpb.com,47220,
Ally Bank,GMAC Bank,3284070,425730,www.ally.com,84070,
Quontic Bank,Golden First Bank,3340725,425750,http://www.quontic.com,11106,
Sterling Bank,,3284490,426538,www.sterbank.bank,63901,
Banesco USA,BBU Bank,3402913,426556,Banescousa.com,33122,
Truxton Trust Company,Nashville Bank and Trust Company,3290240,426769,www.truxtontrust.com,37215,
Beal Bank USA,Beal Savings Bank,3284397,427137,www.bealbankUSA.com,89134,
Emigrant Mercantile Bank,Emigrant Bank,3268173,427703,,10017,
Valliance Bank,"Valliance Bank, National Association",3267738,428019,www.valliance.bank,73118,
Timberline Bank,,3271986,428171,www.timberlinebank.com,81505,
Spencer County Bank,THE LAKE STATE BANK,871648,3947,www.spencercountybank.com,47579,
United Citizens Bank of Southern Kentucky,,3306598,428531,www.ucbsky.com,42728,
"1st Trust Bank, Inc.",,3309393,428536,www.1tbi.com,41701,
Pacific West Bank,,3303944,428709,www.pacificwestbank.com,97068,
Commonwealth Business Bank,,3337097,428711,www.cbb-bank.com,90010,
Paragon Bank,Paragon National Bank,3288452,428718,http://www.bankparagon.com,38119,
Legacy State Bank,,3340903,429271,http://www.legacystatebank.com,30052,
Paramount Bank,Superior Bank,3308574,429282,www.paramountbank.com,63042,
"HSBC Bank USA, National Association",,413208,429342,https://www.about.us.hsbc.com/hsbc-in-the-usa,22102,
